captured_at,site,queued_pages,archive,result,wget_exit_code,bytes,discovery,response_records,revisit_records
20260918T180427Z,http://pgfpp.gov.ye/,1,pgfpp.gov.ye-20260918T180427Z.warc.gz,archived,0,7181,full,1,0
20260918T180427Z,https://research-priorities.hasti.gov.ye/,1,research-priorities.hasti.gov.ye-20260918T180427Z.warc.gz,archived-with-wget-exit-4,4,2001,homepage-only,0,0
20260918T180427Z,https://tax.gov.ye/,21,tax.gov.ye-20260918T180427Z.warc.gz,archived-with-wget-exit-8,8,1194088,full,29,91
20260918T180427Z,https://tn-search.moit.gov.ye/,1,tn-search.moit.gov.ye-20260918T180427Z.warc.gz,archived,0,30659,full,5,13
20260918T180427Z,https://training.tax.gov.ye/,5,training.tax.gov.ye-20260918T180427Z.warc.gz,archived,0,8454,full,5,0
20260918T180427Z,https://www.agoye.gov.ye/,21,www.agoye.gov.ye-20260918T180427Z.warc.gz,archived-with-wget-exit-124,124,4008961,full,101,0
20260918T180427Z,https://www.algumhorihosp-san.gov.ye/,16,www.algumhorihosp-san.gov.ye-20260918T180427Z.warc.gz,archived-with-wget-exit-1,1,494304,full,10,116
20260918T180427Z,https://www.amlcft.gov.ye/,21,www.amlcft.gov.ye-20260918T180427Z.warc.gz,archived-with-wget-exit-8,8,6089903,full,216,0
20260918T180427Z,https://www.cama.gov.ye/,21,www.cama.gov.ye-20260918T180427Z.warc.gz,archived-with-wget-exit-8,8,5936145,full,25,13
20260918T180427Z,https://www.hasti.gov.ye/,1,www.hasti.gov.ye-20260918T180427Z.warc.gz,archived-with-wget-exit-4,4,1976,homepage-only,0,0
20260918T180427Z,http://www.mohesr.gov.ye/,20,www.mohesr.gov.ye-20260918T180427Z.warc.gz,archived-with-wget-exit-8,8,1366498,full,118,198
20260918T180427Z,https://www.moit.gov.ye/,21,www.moit.gov.ye-20260918T180427Z.warc.gz,archived-with-wget-exit-4,4,11790911,full,92,2
20260918T180427Z,https://www.tax.gov.ye/,21,www.tax.gov.ye-20260918T180427Z.warc.gz,archived-with-wget-exit-8,8,778001,full,21,99
20260918T180427Z,https://www.training.tax.gov.ye/,5,www.training.tax.gov.ye-20260918T180427Z.warc.gz,archived,0,8476,full,5,0
20260918T180427Z,https://yementp.moit.gov.ye/,1,yementp.moit.gov.ye-20260918T180427Z.warc.gz,archived,0,3295,full,0,1
20260918T180427Z,http://yemenvision.gov.ye/,21,yemenvision.gov.ye-20260918T180427Z.warc.gz,archived-with-wget-exit-124,124,26355,full,1,0
20260918T180427Z,https://yms.gov.ye/,9,yms.gov.ye-20260918T180427Z.warc.gz,archived,0,111829,full,8,16
20260918T180427Z,http://yrspc.gov.ye/,1,yrspc.gov.ye-20260918T180427Z.warc.gz,archived,0,4315,full,0,2
20260918T180427Z,https://ysmc.gov.ye/,1,ysmc.gov.ye-20260918T180427Z.warc.gz,archived,0,167305,full,13,1
