checked_at,host,selected_url,final_url,http_status,content_type,sources,error
2026-08-26T13:57:20+00:00,app.area.gov.ye,,,0,,hackertarget;inventory,https: timed out | http: timed out
2026-08-26T13:57:20+00:00,ar.hocc.gov.ye,https://ar.hocc.gov.ye/,https://ar.hocc.gov.ye/,200,text/html,inventory,
2026-08-26T13:57:20+00:00,area.gov.ye,,,0,,hackertarget;inventory,https: timed out | http: timed out
2026-08-26T13:57:20+00:00,cama.gov.ye,https://cama.gov.ye/,https://cama.gov.ye/public/ar,200,text/html,inventory;rapiddns,
2026-08-26T13:57:20+00:00,camanew.cama.gov.ye,,,0,,inventory;rapiddns,https: [Errno -2] Name or service not known | http: [Errno -2] Name or service not known
2026-08-26T13:57:20+00:00,caqa.gov.ye,https://caqa.gov.ye/,https://caqa.gov.ye/,200,text/html,inventory;pinned,
2026-08-26T13:57:20+00:00,centralbank.gov.ye,,,0,,inventory;rapiddns,https: timed out | http: timed out
2026-08-26T13:57:20+00:00,cra.gov.ye,https://cra.gov.ye/,https://cra.gov.ye/,200,text/html,inventory;rapiddns,
2026-08-26T13:57:20+00:00,dsiye.srs-mohe.gov.ye,,,0,,inventory;rapiddns,https: [Errno -2] Name or service not known | http: [Errno -2] Name or service not known
2026-08-26T13:57:20+00:00,dsuyecom.srs-mohe.gov.ye,,,0,,inventory,https: [Errno -2] Name or service not known | http: [Errno -2] Name or service not known
2026-08-26T13:57:20+00:00,en.hocc.gov.ye,https://en.hocc.gov.ye/,https://en.hocc.gov.ye/,200,text/html,inventory,
2026-08-26T13:57:20+00:00,english.yrspc.gov.ye,,,0,,inventory,https: timed out | http: timed out
2026-08-26T13:57:20+00:00,fiu.gov.ye,,,0,,inventory;rapiddns,https: timed out | http: timed out
2026-08-26T13:57:20+00:00,galsub.gov.ye,,,0,,inventory;rapiddns,https: [Errno -3] Temporary failure in name resolution | http: [Errno -3] Temporary failure in name resolution
2026-08-26T13:57:20+00:00,garwsp.gov.ye,,,0,,inventory,https: timed out | http: timed out
2026-08-26T13:57:20+00:00,gasspy.gov.ye,,,0,,inventory;rapiddns,https: [Errno -2] Name or service not known | http: [Errno -2] Name or service not known
2026-08-26T13:57:20+00:00,gia.gov.ye,http://gia.gov.ye/,http://gia.gov.ye/cgi-sys/suspendedpage.cgi,200,text/html,inventory;rapiddns,
2026-08-26T13:57:20+00:00,hadhramout.gov.ye,,http://hadhramout.gov.ye/,302,text/html,inventory,"https: HTTP 302 The HTTP server returned a redirect error that would lead to an infinite loop.
The last 30x error message was:
Found | http: HTTP 302 The HTTP server returned a redirect error that would lead to an infinite loop.
The last 30x error message was:
Found"
2026-08-26T13:57:21+00:00,hajjahmla.gov.ye,http://hajjahmla.gov.ye/,http://hajjahmla.gov.ye/cgi-sys/suspendedpage.cgi,200,text/html,inventory;rapiddns,
2026-08-26T13:57:21+00:00,hasti.gov.ye,https://hasti.gov.ye/,https://hasti.gov.ye/,200,text/html,inventory;pinned;rapiddns,
2026-08-26T13:57:21+00:00,hdgate.hadhramout.gov.ye,,http://hdgate.hadhramout.gov.ye/,403,text/html,inventory;rapiddns,https: [Errno 104] Connection reset by peer | http: HTTP 403 Forbidden
2026-08-26T13:57:21+00:00,hocc.gov.ye,https://hocc.gov.ye/,https://hocc.gov.ye/,200,text/html,inventory;pinned,
2026-08-26T13:57:21+00:00,htb.gov.ye,,,0,,inventory,https: timed out | http: timed out
2026-08-26T13:57:22+00:00,indparkye.gov.ye,https://indparkye.gov.ye/,https://indparkye.gov.ye/,200,text/html,inventory;pinned,
2026-08-26T13:57:22+00:00,innovation-record.hasti.gov.ye,https://innovation-record.hasti.gov.ye/,https://innovation-record.hasti.gov.ye/,200,text/html,inventory,
2026-08-26T13:57:22+00:00,ipna.gov.ye,,,0,,inventory;rapiddns,https: timed out | http: timed out
2026-08-26T13:57:22+00:00,journal.area.gov.ye,,,0,,hackertarget;inventory,https: timed out | http: timed out
2026-08-26T13:57:22+00:00,ltaa.gov.ye,,,0,,inventory;rapiddns,https: timed out | http: timed out
2026-08-26T13:57:22+00:00,meoh.gov.ye,https://meoh.gov.ye/,https://meoh.gov.ye/,206,text/html,inventory;pinned,
2026-08-26T13:57:23+00:00,mmy.gov.ye,https://mmy.gov.ye/,https://mmy.gov.ye/,206,text/html,inventory;rapiddns,
2026-08-26T13:57:23+00:00,mocsi.gov.ye,,,0,,inventory;rapiddns,https: timed out | http: timed out
2026-08-26T13:57:24+00:00,mocsi4.mocsi.gov.ye,,,0,,inventory;rapiddns,https: [Errno -2] Name or service not known | http: [Errno -2] Name or service not known
2026-08-26T13:57:24+00:00,mocsi5.mocsi.gov.ye,,,0,,inventory;rapiddns,https: [Errno -2] Name or service not known | http: [Errno -2] Name or service not known
2026-08-26T13:57:25+00:00,mocsi6.mocsi.gov.ye,,,0,,inventory;rapiddns,https: [Errno -2] Name or service not known | http: [Errno -2] Name or service not known
2026-08-26T13:57:25+00:00,mocsi7.mocsi.gov.ye,,,0,,inventory;rapiddns,https: [Errno -2] Name or service not known | http: [Errno -2] Name or service not known
2026-08-26T13:57:25+00:00,mocsi9.mocsi.gov.ye,,,0,,inventory;rapiddns,https: [Errno -2] Name or service not known | http: [Errno -2] Name or service not known
2026-08-26T13:57:25+00:00,mof.gov.ye,,,0,,inventory;rapiddns,https: timed out | http: timed out
2026-08-26T13:57:25+00:00,mofa.gov.ye,,,0,,inventory;rapiddns,https: timed out | http: timed out
2026-08-26T13:57:26+00:00,moh.gov.ye,,http://moh.gov.ye/,301,text/html,inventory,"https: timed out | http: HTTP 301 The HTTP server returned a redirect error that would lead to an infinite loop.
The last 30x error message was:
Moved Permanently"
2026-08-26T13:57:26+00:00,mohesr.gov.ye,https://mohesr.gov.ye/,https://mohesr.gov.ye/mohesr/,200,text/html,inventory;rapiddns,
2026-08-26T13:57:27+00:00,moia.gov.ye,,,0,,inventory;rapiddns,https: timed out | http: timed out
2026-08-26T13:57:29+00:00,moit.gov.ye,https://moit.gov.ye/,https://moit.gov.ye/,200,text/html,inventory;pinned;rapiddns,
2026-08-26T13:57:30+00:00,moj.gov.ye,,,0,,inventory;pinned;rapiddns,https: timed out | http: timed out
2026-08-26T13:57:32+00:00,mom.gov.ye,http://mom.gov.ye/,http://mom.gov.ye/,200,text/html,inventory;rapiddns,
2026-08-26T13:57:34+00:00,mot.gov.ye,,,0,,inventory;rapiddns,https: timed out | http: timed out
2026-08-26T13:57:35+00:00,msw.gov.ye,https://msw.gov.ye/,https://msw.gov.ye/,206,text/html,inventory;pinned,
2026-08-26T13:57:36+00:00,mtevt.gov.ye,,,0,,inventory;rapiddns,https: timed out | http: timed out
2026-08-26T13:57:37+00:00,mtit.gov.ye,,,0,,inventory;rapiddns,https: timed out | http: timed out
2026-08-26T13:57:37+00:00,nccbds.gov.ye,,,0,,inventory;rapiddns,https: timed out | http: timed out
2026-08-26T13:57:37+00:00,nic.gov.ye,,,0,,inventory;rapiddns,https: timed out | http: timed out
2026-08-26T13:57:37+00:00,nsw.gov.ye,https://nsw.gov.ye/,https://nsw.gov.ye/,200,text/html,inventory,
2026-08-26T13:57:37+00:00,olympics.hasti.gov.ye,https://olympics.hasti.gov.ye/,https://olympics.hasti.gov.ye/,200,text/html,inventory,
2026-08-26T13:57:37+00:00,pec.gov.ye,,http://pec.gov.ye/,500,text/html,inventory,https: timed out | http: HTTP 500 Internal Server Error
2026-08-26T13:57:37+00:00,presidentsaleh.gov.ye,,,0,,inventory,https: [Errno -3] Temporary failure in name resolution | http: [Errno -3] Temporary failure in name resolution
2026-08-26T13:57:37+00:00,research-priorities.hasti.gov.ye,https://research-priorities.hasti.gov.ye/,https://research-priorities.hasti.gov.ye/,200,text/html,inventory,
2026-08-26T13:57:37+00:00,sfp.gov.ye,,,0,,inventory;rapiddns,https: timed out | http: timed out
2026-08-26T13:57:37+00:00,shoora.gov.ye,,,0,,inventory;rapiddns,https: timed out | http: timed out
2026-08-26T13:57:37+00:00,smc.gov.ye,,,0,,inventory;rapiddns,https: timed out | http: timed out
2026-08-26T13:57:37+00:00,snacc.gov.ye,,,0,,inventory;rapiddns,https: timed out | http: timed out
2026-08-26T13:57:37+00:00,srs-mohe.gov.ye,,,0,,inventory;rapiddns,https: [Errno -2] Name or service not known | http: [Errno -2] Name or service not known
2026-08-26T13:57:37+00:00,studies.nic.gov.ye,,,0,,inventory;rapiddns,https: timed out | http: timed out
2026-08-26T13:57:37+00:00,suerp.gov.ye,http://suerp.gov.ye/,http://suerp.gov.ye/cgi-sys/suspendedpage.cgi,200,text/html,inventory;rapiddns,
2026-08-26T13:57:37+00:00,tax.gov.ye,https://tax.gov.ye/,https://tax.gov.ye/,200,text/html,inventory;pinned,
2026-08-26T13:57:37+00:00,tn-search.moit.gov.ye,https://tn-search.moit.gov.ye/,https://tn-search.moit.gov.ye/,200,text/html,inventory,
2026-08-26T13:57:37+00:00,training.tax.gov.ye,https://training.tax.gov.ye/,https://training.tax.gov.ye/,206,text/html,inventory;rapiddns,
2026-08-26T13:57:37+00:00,web.aghhajjah.gov.ye,,,0,,hackertarget;inventory,https: timed out | http: timed out
2026-08-26T13:57:37+00:00,www.acf.gov.ye,,http://www.acf.gov.ye/,503,text/html,rapiddns,https: timed out | http: HTTP 503 Service Temporarily Unavailable
2026-08-26T13:57:38+00:00,www.aden.gov.ye,,,0,,hackertarget,https: timed out | http: timed out
2026-08-26T13:57:38+00:00,www.adenradio.gov.ye,,,0,,hackertarget,https: timed out | http: timed out
2026-08-26T13:57:38+00:00,www.afmis.gov.ye,,,0,,hackertarget,https: timed out | http: timed out
2026-08-26T13:57:38+00:00,www.afy.gov.ye,,,0,,hackertarget,https: timed out | http: timed out
2026-08-26T13:57:38+00:00,www.aghhajjah.gov.ye,http://www.aghhajjah.gov.ye/,http://www.aghhajjah.gov.ye/,200,text/html,hackertarget,
2026-08-26T13:57:39+00:00,www.agoye.gov.ye,http://www.agoye.gov.ye/,http://www.agoye.gov.ye/,200,text/html,hackertarget;pinned,
2026-08-26T13:57:39+00:00,www.agriculture.gov.ye,http://www.agriculture.gov.ye/,http://www.agriculture.gov.ye/cgi-sys/suspendedpage.cgi,200,text/html,hackertarget,
2026-08-26T13:57:40+00:00,www.algumhorihosp-san.gov.ye,https://www.algumhorihosp-san.gov.ye/,https://algumhorihosp-san.gov.ye/,200,text/html,hackertarget,
2026-08-26T13:57:40+00:00,www.althawra.gov.ye,,,0,,hackertarget,https: timed out | http: timed out
2026-08-26T13:57:40+00:00,www.alwahda.gov.ye,,,0,,hackertarget,https: timed out | http: timed out
2026-08-26T13:57:42+00:00,www.amanaedu.gov.ye,,,0,,hackertarget,https: timed out | http: timed out
2026-08-26T13:57:42+00:00,www.cra.gov.ye,http://www.cra.gov.ye/,http://www.cra.gov.ye/,200,text/html,rapiddns,
2026-08-26T13:57:42+00:00,www.dsuyecom.srs-mohe.gov.ye,,,0,,rapiddns,https: [Errno -2] Name or service not known | http: [Errno -2] Name or service not known
2026-08-26T13:57:42+00:00,www.fleetcart.cama.gov.ye,,,0,,rapiddns,https: [Errno -2] Name or service not known | http: [Errno -2] Name or service not known
2026-08-26T13:57:42+00:00,www.garwsp.gov.ye,,,0,,rapiddns,https: timed out | http: timed out
2026-08-26T13:57:43+00:00,www.hadhramout.gov.ye,,http://www.hadhramout.gov.ye/,302,text/html,rapiddns,"https: HTTP 302 The HTTP server returned a redirect error that would lead to an infinite loop.
The last 30x error message was:
Found | http: HTTP 302 The HTTP server returned a redirect error that would lead to an infinite loop.
The last 30x error message was:
Found"
2026-08-26T13:57:44+00:00,www.htb.gov.ye,,,0,,rapiddns,https: timed out | http: timed out
2026-08-26T13:57:44+00:00,www.ltaa.gov.ye,,,0,,rapiddns,https: timed out | http: timed out
2026-08-26T13:57:46+00:00,www.mofa.gov.ye,,,0,,rapiddns,https: timed out | http: timed out
2026-08-26T13:57:48+00:00,www.moh.gov.ye,,http://moh.gov.ye/,301,text/html,rapiddns,"https: timed out | http: HTTP 301 The HTTP server returned a redirect error that would lead to an infinite loop.
The last 30x error message was:
Moved Permanently"
2026-08-26T13:57:48+00:00,www.mohesr.gov.ye,https://www.mohesr.gov.ye/,https://mohesr.gov.ye/mohesr/,200,text/html,rapiddns,
2026-08-26T13:57:51+00:00,www.mom.gov.ye,,,0,,rapiddns,https: timed out | http: timed out
2026-08-26T13:57:51+00:00,www.mot.gov.ye,,,0,,rapiddns,https: timed out | http: timed out
2026-08-26T13:57:52+00:00,www.pec.gov.ye,,http://www.pec.gov.ye/,500,text/html,rapiddns,https: timed out | http: HTTP 500 Internal Server Error
2026-08-26T13:57:52+00:00,www.presidentsaleh.gov.ye,,,0,,rapiddns,https: [Errno -3] Temporary failure in name resolution | http: [Errno -3] Temporary failure in name resolution
2026-08-26T13:57:53+00:00,www.sfp.gov.ye,,,0,,rapiddns,https: timed out | http: timed out
2026-08-26T13:57:53+00:00,www.shoora.gov.ye,,,0,,rapiddns,https: timed out | http: timed out
2026-08-26T13:57:53+00:00,www.smc.gov.ye,,,0,,rapiddns,https: timed out | http: timed out
2026-08-26T13:57:53+00:00,www.srs-mohe.gov.ye,,,0,,rapiddns,https: [Errno -2] Name or service not known | http: [Errno -2] Name or service not known
2026-08-26T13:57:53+00:00,www.test.cama.gov.ye,,,0,,rapiddns,https: [Errno -2] Name or service not known | http: [Errno -2] Name or service not known
2026-08-26T13:57:53+00:00,www.training.tax.gov.ye,https://www.training.tax.gov.ye/,https://www.training.tax.gov.ye/,206,text/html,rapiddns,
2026-08-26T13:57:53+00:00,www.yms.gov.ye,http://www.yms.gov.ye/,http://www.yms.gov.ye/,206,text/html,rapiddns,
2026-08-26T13:57:53+00:00,yemenparliament.gov.ye,,,0,,inventory;rapiddns,https: timed out | http: timed out
2026-08-26T13:57:53+00:00,yementp.moit.gov.ye,https://yementp.moit.gov.ye/,https://yementp.moit.gov.ye/,206,text/html,inventory;rapiddns,
2026-08-26T13:57:53+00:00,yemenvision.gov.ye,http://yemenvision.gov.ye/,http://yemenvision.gov.ye/,200,text/html,inventory;rapiddns,
2026-08-26T13:57:54+00:00,yipo.gov.ye,,,0,,inventory;rapiddns,https: timed out | http: timed out
2026-08-26T13:57:54+00:00,yms.gov.ye,https://yms.gov.ye/,https://yms.gov.ye/cgi-sys/suspendedpage.cgi,200,text/html,inventory,
2026-08-26T13:57:54+00:00,yncecs.gov.ye,,http://yncecs.gov.ye/,503,text/html,inventory;rapiddns,https: timed out | http: HTTP 503 Service Temporarily Unavailable
2026-08-26T13:57:54+00:00,yrsgisc.gov.ye,,,0,,inventory;rapiddns,https: timed out | http: timed out
2026-08-26T13:57:54+00:00,yrspc.gov.ye,,,0,,inventory,https: timed out | http: timed out
2026-08-26T13:57:54+00:00,ysmc.gov.ye,https://ysmc.gov.ye/,https://ysmc.gov.ye/,200,text/html,inventory,
