checked_at,url,final_url,http_status,content_type,error
2026-08-26T18:07:48+00:00,https://saba.ye,https://saba.ye/ar,200,text/html,
2026-08-26T18:07:48+00:00,https://saba.ye/en,https://saba.ye/en,200,text/html,
2026-08-26T18:07:48+00:00,https://mmy.ye,https://www.mmy.ye/,200,text/html,
2026-08-26T18:07:48+00:00,https://althawrah.ye,https://althawrah.ye,200,text/html,
2026-08-26T18:07:48+00:00,https://alsyasiah.ye,https://alsyasiah.ye,206,text/html,
2026-08-26T18:07:48+00:00,https://sanaaradio.net.ye,https://sanaaradio.net.ye,200,text/html,
2026-08-26T18:07:48+00:00,https://yemen-tv.net.ye,https://yemen-tv.net.ye,206,text/html,
2026-08-26T18:07:48+00:00,https://alsahattv.com.ye,https://alsahattv.com.ye,200,text/html,
2026-08-26T18:07:49+00:00,https://www.sohobcom.ye/ar,https://www.sohobcom.ye/ar,200,text/html,
2026-08-26T18:07:49+00:00,https://www.sohobcom.ye/en,https://www.sohobcom.ye/en,200,text/html,
2026-08-26T18:07:50+00:00,https://algumhorihosp-san.gov.ye/,https://algumhorihosp-san.gov.ye/,200,text/html,
2026-08-26T18:07:50+00:00,https://amlcft.gov.ye/,https://amlcft.gov.ye/index.php/ar/,200,text/html,
2026-08-26T18:07:51+00:00,https://ar.hocc.gov.ye/,https://ar.hocc.gov.ye/,200,text/html,
2026-08-26T18:07:51+00:00,https://cama.gov.ye/,https://cama.gov.ye/public/ar,200,text/html,
2026-08-26T18:07:51+00:00,https://caqa.gov.ye/,https://caqa.gov.ye/,200,text/html,
2026-08-26T18:07:51+00:00,https://cra.gov.ye/,https://cra.gov.ye/,200,text/html,
2026-08-26T18:07:52+00:00,https://en.hocc.gov.ye/,https://en.hocc.gov.ye/,200,text/html,
2026-08-26T18:07:52+00:00,https://hasti.gov.ye/,https://hasti.gov.ye/,200,text/html,
2026-08-26T18:07:53+00:00,https://hocc.gov.ye/,https://hocc.gov.ye/,200,text/html,
2026-08-26T18:07:53+00:00,https://indparkye.gov.ye/,https://indparkye.gov.ye/,200,text/html,
2026-08-26T18:07:54+00:00,https://innovation-record.hasti.gov.ye/,https://innovation-record.hasti.gov.ye/,200,text/html,
2026-08-26T18:07:54+00:00,https://meoh.gov.ye/,https://meoh.gov.ye/,206,text/html,
2026-08-26T18:07:54+00:00,https://mmy.gov.ye/,https://mmy.gov.ye/,206,text/html,
2026-08-26T18:07:54+00:00,https://mohesr.gov.ye/,https://mohesr.gov.ye/mohesr/,200,text/html,
2026-08-26T18:07:54+00:00,https://moit.gov.ye/,https://moit.gov.ye/,200,text/html,
2026-08-26T18:07:54+00:00,http://mom.gov.ye/,http://mom.gov.ye/,200,text/html,
2026-08-26T18:07:55+00:00,https://msw.gov.ye/,https://msw.gov.ye/,206,text/html,
2026-08-26T18:07:55+00:00,https://nsw.gov.ye/,https://nsw.gov.ye/,200,text/html,
2026-08-26T18:07:55+00:00,https://olympics.hasti.gov.ye/,https://olympics.hasti.gov.ye/,200,text/html,
2026-08-26T18:07:56+00:00,https://research-priorities.hasti.gov.ye/,https://research-priorities.hasti.gov.ye/,200,text/html,
2026-08-26T18:07:56+00:00,http://shoora.gov.ye/,http://shoora.gov.ye/,200,text/html,
2026-08-26T18:07:56+00:00,https://tax.gov.ye/,https://tax.gov.ye/,200,text/html,
2026-08-26T18:07:56+00:00,https://tn-search.moit.gov.ye/,https://tn-search.moit.gov.ye/,200,text/html,
2026-08-26T18:07:57+00:00,https://training.tax.gov.ye/,https://training.tax.gov.ye/,206,text/html,
2026-08-26T18:07:57+00:00,https://www.algumhorihosp-san.gov.ye/,https://algumhorihosp-san.gov.ye/,200,text/html,
2026-08-26T18:07:57+00:00,http://www.cra.gov.ye/,http://www.cra.gov.ye/,200,text/html,
2026-08-26T18:07:57+00:00,http://www.htb.gov.ye/,http://www.htb.gov.ye/cgi-sys/suspendedpage.cgi,200,text/html,
2026-08-26T18:07:58+00:00,https://www.mohesr.gov.ye/,https://mohesr.gov.ye/mohesr/,200,text/html,
2026-08-26T18:07:58+00:00,https://www.training.tax.gov.ye/,https://www.training.tax.gov.ye/,206,text/html,
2026-08-26T18:07:58+00:00,http://yementp.moit.gov.ye/,,0,,timed out
2026-08-26T18:07:58+00:00,http://yemenvision.gov.ye/,http://yemenvision.gov.ye/,200,text/html,
2026-08-26T18:07:58+00:00,https://yms.gov.ye/,https://yms.gov.ye/cgi-sys/suspendedpage.cgi,200,text/html,
2026-08-26T18:07:59+00:00,https://ysmc.gov.ye/,https://ysmc.gov.ye/,200,text/html,
