captured_at,site,queued_pages,archive,result,wget_exit_code,bytes,discovery,response_records,revisit_records
20260908T181748Z,https://saba.ye,21,saba.ye-20260908T181748Z.warc.gz,archived-with-wget-exit-8,8,4164169,full,32,138
20260908T181748Z,https://saba.ye/en,21,saba.ye-en-20260908T181748Z.warc.gz,archived-with-wget-exit-8,8,2588950,full,57,140
20260908T181748Z,https://mmy.ye,21,mmy.ye-20260908T181748Z.warc.gz,archived-with-wget-exit-8,8,1151713,full,21,185
20260908T181748Z,https://althawrah.ye,21,althawrah.ye-20260908T181748Z.warc.gz,archived-with-wget-exit-1,1,3000958,full,44,138
20260908T181748Z,https://alsyasiah.ye,21,alsyasiah.ye-20260908T181748Z.warc.gz,archived-with-wget-exit-1,1,4604434,full,101,27
20260908T181748Z,https://sanaaradio.net.ye,18,sanaaradio.net.ye-20260908T181748Z.warc.gz,archived-with-wget-exit-124,124,1080223,full,152,294
20260908T181748Z,https://yemen-tv.net.ye,1,yemen-tv.net.ye-20260908T181748Z.warc.gz,archived,0,3219,full,0,1
20260908T181748Z,https://alsahattv.com.ye,21,alsahattv.com.ye-20260908T181748Z.warc.gz,archived-with-wget-exit-8,8,396590,full,7,98
20260908T181748Z,https://www.sohobcom.ye/ar,21,www.sohobcom.ye-ar-20260908T181748Z.warc.gz,archived-with-wget-exit-1,1,546500,full,5,132
20260908T181748Z,https://www.sohobcom.ye/en,21,www.sohobcom.ye-en-20260908T181748Z.warc.gz,archived-with-wget-exit-1,1,531435,full,6,134
20260908T181748Z,http://aghhajjah.gov.ye/,1,aghhajjah.gov.ye-20260908T181748Z.warc.gz,archived-with-wget-exit-8,8,3046,homepage-only,1,0
20260908T181748Z,https://agoye.gov.ye/,21,agoye.gov.ye-20260908T181748Z.warc.gz,archived-with-wget-exit-124,124,4008046,full,101,0
20260908T181748Z,http://agriculture.gov.ye/,1,agriculture.gov.ye-20260908T181748Z.warc.gz,archived,0,7208,full,1,0
20260908T181748Z,https://algumhorihosp-san.gov.ye/,16,algumhorihosp-san.gov.ye-20260908T181748Z.warc.gz,archived-with-wget-exit-1,1,948276,full,19,107
20260908T181748Z,https://amlcft.gov.ye/,21,amlcft.gov.ye-20260908T181748Z.warc.gz,archived-with-wget-exit-8,8,6088272,full,216,0
20260908T181748Z,https://apps.mot.gov.ye/,1,apps.mot.gov.ye-20260908T181748Z.warc.gz,archived,0,3284,full,0,1
20260908T181748Z,https://ar.hocc.gov.ye/,21,ar.hocc.gov.ye-20260908T181748Z.warc.gz,archived-with-wget-exit-8,8,6498093,full,169,0
20260908T181748Z,https://cama.gov.ye/,21,cama.gov.ye-20260908T181748Z.warc.gz,archived-with-wget-exit-8,8,5886441,full,24,3
20260908T181748Z,https://caqa.gov.ye/,21,caqa.gov.ye-20260908T181748Z.warc.gz,archived-with-wget-exit-1,1,2730214,full,35,112
20260908T181748Z,http://cra.gov.ye/,16,cra.gov.ye-20260908T181748Z.warc.gz,archived-with-wget-exit-124,124,3432595,full,278,1
20260908T181748Z,https://en.hocc.gov.ye/,21,en.hocc.gov.ye-20260908T181748Z.warc.gz,archived-with-wget-exit-8,8,5874075,full,160,23
20260908T181748Z,https://hasti.gov.ye/,7,hasti.gov.ye-20260908T181748Z.warc.gz,archived-with-wget-exit-1,1,10305119,full,17,0
20260908T181748Z,https://hocc.gov.ye/,21,hocc.gov.ye-20260908T181748Z.warc.gz,archived-with-wget-exit-124,124,945460,full,38,0
20260908T181748Z,https://indparkye.gov.ye/,4,indparkye.gov.ye-20260908T181748Z.warc.gz,archived-with-wget-exit-4,4,885493,full,42,98
20260908T181748Z,https://meoh.gov.ye/,21,meoh.gov.ye-20260908T181748Z.warc.gz,archived-with-wget-exit-1,1,444490,full,21,192
20260908T181748Z,https://mmy.gov.ye/,2,mmy.gov.ye-20260908T181748Z.warc.gz,archived-with-wget-exit-8,8,5589,full,0,3
20260908T181748Z,https://mohesr.gov.ye/,20,mohesr.gov.ye-20260908T181748Z.warc.gz,archived-with-wget-exit-8,8,1412723,full,127,189
20260908T181748Z,https://moit.gov.ye/,21,moit.gov.ye-20260908T181748Z.warc.gz,archived-homepage-only-hard-limit-fallback,0,16664,full,1,0
20260908T181748Z,https://msw.gov.ye/,1,msw.gov.ye-20260908T181748Z.warc.gz,archived-with-wget-exit-1,1,13605,full,0,10
20260908T181748Z,https://nsw.gov.ye/,18,nsw.gov.ye-20260908T181748Z.warc.gz,archived-with-wget-exit-124,124,1397227,full,21,470
20260908T181748Z,https://olympics.hasti.gov.ye/,7,olympics.hasti.gov.ye-20260908T181748Z.warc.gz,archived-with-wget-exit-4,4,7975916,full,2,22
20260908T181748Z,https://research-priorities.hasti.gov.ye/,11,research-priorities.hasti.gov.ye-20260908T181748Z.warc.gz,archived-with-wget-exit-8,8,524951,full,85,112
20260908T181748Z,https://tn-search.moit.gov.ye/,1,tn-search.moit.gov.ye-20260908T181748Z.warc.gz,archived-with-wget-exit-4,4,1982,full,0,0
20260908T181748Z,https://www.algumhorihosp-san.gov.ye/,16,www.algumhorihosp-san.gov.ye-20260908T181748Z.warc.gz,archived-with-wget-exit-4,4,2803216,full,45,91
20260908T181748Z,https://www.amlcft.gov.ye/,21,www.amlcft.gov.ye-20260908T181748Z.warc.gz,archived-with-wget-exit-8,8,6089319,full,216,0
20260908T181748Z,https://www.cama.gov.ye/,21,www.cama.gov.ye-20260908T181748Z.warc.gz,archived-with-wget-exit-8,8,5936122,full,25,13
20260908T181748Z,https://www.hasti.gov.ye/,1,www.hasti.gov.ye-20260908T181748Z.warc.gz,archived-with-wget-exit-1,1,10305235,homepage-only,17,0
20260908T181748Z,http://www.mohesr.gov.ye/,20,www.mohesr.gov.ye-20260908T181748Z.warc.gz,archived-with-wget-exit-8,8,587441,full,83,233
20260908T181748Z,https://www.moit.gov.ye/,1,www.moit.gov.ye-20260908T181748Z.warc.gz,archived,0,5017504,homepage-only,182,0
20260908T181748Z,https://www.moj.gov.ye/,21,www.moj.gov.ye-20260908T181748Z.warc.gz,archived-with-wget-exit-1,1,1213789,full,21,82
20260908T181748Z,https://yementp.moit.gov.ye/,1,yementp.moit.gov.ye-20260908T181748Z.warc.gz,archived,0,3299,full,0,1
20260908T181748Z,http://yemenvision.gov.ye/,1,yemenvision.gov.ye-20260908T181748Z.warc.gz,archived-with-wget-exit-4,4,1973,homepage-only,0,0
20260908T181748Z,https://yms.gov.ye/,9,yms.gov.ye-20260908T181748Z.warc.gz,archived,0,110487,full,8,16
20260908T181748Z,http://yrspc.gov.ye/,1,yrspc.gov.ye-20260908T181748Z.warc.gz,archived,0,4319,full,0,2
20260908T181748Z,https://ysmc.gov.ye/,1,ysmc.gov.ye-20260908T181748Z.warc.gz,archived,0,167326,full,13,1
