captured_at,site,queued_pages,archive,result,wget_exit_code,bytes,discovery,response_records,revisit_records
20260912T174236Z,https://saba.ye,21,saba.ye-20260912T174236Z.warc.gz,archived-with-wget-exit-8,8,2158996,full,63,116
20260912T174236Z,https://saba.ye/en,21,saba.ye-en-20260912T174236Z.warc.gz,archived-with-wget-exit-8,8,2111920,full,59,105
20260912T174236Z,https://mmy.ye,21,mmy.ye-20260912T174236Z.warc.gz,archived-with-wget-exit-4,4,1063005,full,20,186
20260912T174236Z,https://althawrah.ye,21,althawrah.ye-20260912T174236Z.warc.gz,archived-with-wget-exit-1,1,3180458,full,46,136
20260912T174236Z,https://alsyasiah.ye,21,alsyasiah.ye-20260912T174236Z.warc.gz,archived-with-wget-exit-1,1,4906723,full,123,2
20260912T174236Z,https://sanaaradio.net.ye,18,sanaaradio.net.ye-20260912T174236Z.warc.gz,archived-with-wget-exit-124,124,1112118,full,156,315
20260912T174236Z,https://yemen-tv.net.ye,1,yemen-tv.net.ye-20260912T174236Z.warc.gz,archived,0,3219,full,0,1
20260912T174236Z,https://alsahattv.com.ye,21,alsahattv.com.ye-20260912T174236Z.warc.gz,archived-with-wget-exit-8,8,267156,full,7,99
20260912T174236Z,https://www.sohobcom.ye/ar,21,www.sohobcom.ye-ar-20260912T174236Z.warc.gz,archived-with-wget-exit-1,1,550566,full,5,129
20260912T174236Z,https://www.sohobcom.ye/en,21,www.sohobcom.ye-en-20260912T174236Z.warc.gz,archived-with-wget-exit-1,1,532530,full,6,134
20260912T174236Z,http://agoye.gov.ye/,21,agoye.gov.ye-20260912T174236Z.warc.gz,archived-with-wget-exit-124,124,5105286,full,123,0
20260912T174236Z,http://albaydhahis.gov.ye/,1,albaydhahis.gov.ye-20260912T174236Z.warc.gz,archived,0,3229,full,0,1
20260912T174236Z,https://algumhorihosp-san.gov.ye/,16,algumhorihosp-san.gov.ye-20260912T174236Z.warc.gz,archived-with-wget-exit-1,1,948266,full,19,107
20260912T174236Z,https://amlcft.gov.ye/,21,amlcft.gov.ye-20260912T174236Z.warc.gz,archived-with-wget-exit-8,8,6088086,full,216,0
20260912T174236Z,https://ar.hocc.gov.ye/,21,ar.hocc.gov.ye-20260912T174236Z.warc.gz,archived-with-wget-exit-8,8,6431482,full,109,0
20260912T174236Z,https://cama.gov.ye/,21,cama.gov.ye-20260912T174236Z.warc.gz,archived-with-wget-exit-8,8,5886332,full,24,3
20260912T174236Z,https://caqa.gov.ye/,21,caqa.gov.ye-20260912T174236Z.warc.gz,archived-with-wget-exit-1,1,2498895,full,37,119
20260912T174236Z,http://cra.gov.ye/,16,cra.gov.ye-20260912T174236Z.warc.gz,archived-with-wget-exit-124,124,3248088,full,244,1
20260912T174236Z,https://en.hocc.gov.ye/,21,en.hocc.gov.ye-20260912T174236Z.warc.gz,archived-with-wget-exit-8,8,6318843,full,60,22
20260912T174236Z,http://gasmed.gov.ye/,18,gasmed.gov.ye-20260912T174236Z.warc.gz,archived-with-wget-exit-124,124,1903238,full,27,75
20260912T174236Z,https://ghosanaa.gov.ye/,1,ghosanaa.gov.ye-20260912T174236Z.warc.gz,archived,0,4028,homepage-only,1,0
20260912T174236Z,http://gia.gov.ye/,1,gia.gov.ye-20260912T174236Z.warc.gz,archived,0,7156,full,1,0
20260912T174236Z,https://hasti.gov.ye/,7,hasti.gov.ye-20260912T174236Z.warc.gz,archived-with-wget-exit-1,1,10305146,full,17,0
20260912T174236Z,https://hocc.gov.ye/,21,hocc.gov.ye-20260912T174236Z.warc.gz,archived-with-wget-exit-8,8,7234877,full,75,0
20260912T174236Z,https://indparkye.gov.ye/,4,indparkye.gov.ye-20260912T174236Z.warc.gz,archived-with-wget-exit-8,8,706747,full,42,100
20260912T174236Z,https://mmy.gov.ye/,2,mmy.gov.ye-20260912T174236Z.warc.gz,archived-with-wget-exit-8,8,5579,full,0,3
20260912T174236Z,https://mohesr.gov.ye/,20,mohesr.gov.ye-20260912T174236Z.warc.gz,archived-with-wget-exit-8,8,1412323,full,127,189
20260912T174236Z,https://moit.gov.ye/,21,moit.gov.ye-20260912T174236Z.warc.gz,archived-homepage-only-hard-limit-fallback,0,16745,full,1,0
20260912T174236Z,https://msw.gov.ye/,1,msw.gov.ye-20260912T174236Z.warc.gz,archived-with-wget-exit-1,1,13609,full,0,10
20260912T174236Z,https://nsw.gov.ye/,18,nsw.gov.ye-20260912T174236Z.warc.gz,archived-with-wget-exit-124,124,1381039,full,21,459
20260912T174236Z,http://olympics.hasti.gov.ye/,7,olympics.hasti.gov.ye-20260912T174236Z.warc.gz,archived-with-wget-exit-8,8,8051792,full,3,21
20260912T174236Z,https://research-priorities.hasti.gov.ye/,11,research-priorities.hasti.gov.ye-20260912T174236Z.warc.gz,archived-with-wget-exit-8,8,525086,full,85,112
20260912T174236Z,http://smc.gov.ye/,21,smc.gov.ye-20260912T174236Z.warc.gz,archived-with-wget-exit-124,124,26600,full,1,0
20260912T174236Z,http://suerp.gov.ye/,1,suerp.gov.ye-20260912T174236Z.warc.gz,archived,0,7174,full,1,0
20260912T174236Z,https://tax.gov.ye/,21,tax.gov.ye-20260912T174236Z.warc.gz,archived-with-wget-exit-8,8,2483956,full,41,79
20260912T174236Z,https://tn-search.moit.gov.ye/,1,tn-search.moit.gov.ye-20260912T174236Z.warc.gz,archived,0,30679,full,5,13
