captured_at,site,queued_pages,archive,result,wget_exit_code,bytes,discovery,response_records,revisit_records
20260923T184948Z,https://saba.ye,21,saba.ye-20260923T184948Z.warc.gz,archived-with-wget-exit-8,8,4852495,full,61,145
20260923T184948Z,https://saba.ye/en,21,saba.ye-en-20260923T184948Z.warc.gz,archived-with-wget-exit-8,8,1104144,full,25,122
20260923T184948Z,https://mmy.ye,21,mmy.ye-20260923T184948Z.warc.gz,archived-with-wget-exit-8,8,692044,full,25,86
20260923T184948Z,https://althawrah.ye,21,althawrah.ye-20260923T184948Z.warc.gz,archived-with-wget-exit-8,8,3547702,full,65,122
20260923T184948Z,https://alsyasiah.ye,21,alsyasiah.ye-20260923T184948Z.warc.gz,archived-with-wget-exit-1,1,4606641,full,101,27
20260923T184948Z,https://sanaaradio.net.ye,18,sanaaradio.net.ye-20260923T184948Z.warc.gz,archived-with-wget-exit-8,8,1311530,full,184,363
20260923T184948Z,https://yemen-tv.net.ye,1,yemen-tv.net.ye-20260923T184948Z.warc.gz,archived,0,3214,full,0,1
20260923T184948Z,https://alsahattv.com.ye,21,alsahattv.com.ye-20260923T184948Z.warc.gz,archived-with-wget-exit-8,8,171306,full,6,100
20260923T184948Z,https://www.sohobcom.ye/ar,21,www.sohobcom.ye-ar-20260923T184948Z.warc.gz,archived-with-wget-exit-1,1,547366,full,5,129
20260923T184948Z,https://www.sohobcom.ye/en,21,www.sohobcom.ye-en-20260923T184948Z.warc.gz,archived-with-wget-exit-1,1,525983,full,6,134
20260923T184948Z,http://aghhajjah.gov.ye/,21,aghhajjah.gov.ye-20260923T184948Z.warc.gz,archived-with-wget-exit-124,124,27340,full,1,0
20260923T184948Z,https://agoye.gov.ye/,21,agoye.gov.ye-20260923T184948Z.warc.gz,archived-with-wget-exit-124,124,4009047,full,101,0
20260923T184948Z,http://algumhorihosp-san.gov.ye/,1,algumhorihosp-san.gov.ye-20260923T184948Z.warc.gz,archived-with-wget-exit-1,1,949498,homepage-only,20,107
20260923T184948Z,https://amlcft.gov.ye/,21,amlcft.gov.ye-20260923T184948Z.warc.gz,archived-with-wget-exit-8,8,6088225,full,216,0
20260923T184948Z,https://apps.mot.gov.ye/,1,apps.mot.gov.ye-20260923T184948Z.warc.gz,archived,0,3298,full,0,1
20260923T184948Z,https://ar.hocc.gov.ye/,21,ar.hocc.gov.ye-20260923T184948Z.warc.gz,archived-with-wget-exit-8,8,5162261,full,328,0
20260923T184948Z,http://caqa.gov.ye/,21,caqa.gov.ye-20260923T184948Z.warc.gz,archived-with-wget-exit-1,1,1987157,full,26,134
20260923T184948Z,https://en.hocc.gov.ye/,21,en.hocc.gov.ye-20260923T184948Z.warc.gz,archived-with-wget-exit-8,8,3388571,full,368,86
20260923T184948Z,https://gasmed.gov.ye/,17,gasmed.gov.ye-20260923T184948Z.warc.gz,archived-with-wget-exit-124,124,1902000,full,27,74
20260923T184948Z,https://gcrb.gov.ye/,21,gcrb.gov.ye-20260923T184948Z.warc.gz,archived-with-wget-exit-8,8,163353,full,15,80
20260923T184948Z,https://ghosanaa.gov.ye/,3,ghosanaa.gov.ye-20260923T184948Z.warc.gz,archived-with-wget-exit-8,8,7860,full,3,1
20260923T184948Z,http://gia.gov.ye/,1,gia.gov.ye-20260923T184948Z.warc.gz,archived,0,7166,full,1,0
20260923T184948Z,http://hajjahmla.gov.ye/,1,hajjahmla.gov.ye-20260923T184948Z.warc.gz,archived,0,7197,full,1,0
20260923T184948Z,https://hasti.gov.ye/,9,hasti.gov.ye-20260923T184948Z.warc.gz,archived-with-wget-exit-1,1,10310054,full,17,0
20260923T184948Z,https://hocc.gov.ye/,1,hocc.gov.ye-20260923T184948Z.warc.gz,archived-with-wget-exit-4,4,1968,homepage-only,0,0
20260923T184948Z,http://indparkye.gov.ye/,4,indparkye.gov.ye-20260923T184948Z.warc.gz,archived-with-wget-exit-8,8,706948,full,42,100
20260923T184948Z,https://innovation-record.hasti.gov.ye/,6,innovation-record.hasti.gov.ye-20260923T184948Z.warc.gz,archived,0,843230,full,18,25
20260923T184948Z,https://meoh.gov.ye/,21,meoh.gov.ye-20260923T184948Z.warc.gz,archived-with-wget-exit-1,1,1054867,full,30,184
20260923T184948Z,https://mmy.gov.ye/,2,mmy.gov.ye-20260923T184948Z.warc.gz,archived-with-wget-exit-8,8,5590,full,0,3
20260923T184948Z,http://mocsi.gov.ye/,21,mocsi.gov.ye-20260923T184948Z.warc.gz,archived-with-wget-exit-124,124,8751,full,1,0
20260923T184948Z,https://mohesr.gov.ye/,20,mohesr.gov.ye-20260923T184948Z.warc.gz,archived-with-wget-exit-8,8,1412552,full,127,189
20260923T184948Z,https://moit.gov.ye/,21,moit.gov.ye-20260923T184948Z.warc.gz,archived-homepage-only-hard-limit-fallback,0,16724,full,1,0
20260923T184948Z,https://msw.gov.ye/,1,msw.gov.ye-20260923T184948Z.warc.gz,archived-with-wget-exit-1,1,13615,full,0,10
20260923T184948Z,https://nsw.gov.ye/,18,nsw.gov.ye-20260923T184948Z.warc.gz,archived-with-wget-exit-124,124,1602387,full,23,588
