checked_at,url,final_url,http_status,content_type,error
2026-09-23T18:49:27+00:00,https://saba.ye,https://saba.ye/ar,200,text/html,
2026-09-23T18:49:27+00:00,https://saba.ye/en,https://saba.ye/en,200,text/html,
2026-09-23T18:49:27+00:00,https://mmy.ye,https://www.mmy.ye/,200,text/html,
2026-09-23T18:49:27+00:00,https://althawrah.ye,https://althawrah.ye,200,text/html,
2026-09-23T18:49:27+00:00,https://alsyasiah.ye,https://alsyasiah.ye,206,text/html,
2026-09-23T18:49:27+00:00,https://sanaaradio.net.ye,,0,,timed out
2026-09-23T18:49:27+00:00,https://yemen-tv.net.ye,,0,,timed out
2026-09-23T18:49:27+00:00,https://alsahattv.com.ye,https://alsahattv.com.ye,200,text/html,
2026-09-23T18:49:28+00:00,https://www.sohobcom.ye/ar,https://www.sohobcom.ye/ar,200,text/html,
2026-09-23T18:49:28+00:00,https://www.sohobcom.ye/en,https://www.sohobcom.ye/en,200,text/html,
2026-09-23T18:49:29+00:00,http://aghhajjah.gov.ye/,http://aghhajjah.gov.ye/,200,text/html,
2026-09-23T18:49:29+00:00,https://agoye.gov.ye/,https://agoye.gov.ye/,200,text/html,
2026-09-23T18:49:29+00:00,http://algumhorihosp-san.gov.ye/,https://algumhorihosp-san.gov.ye/,200,text/html,
2026-09-23T18:49:29+00:00,https://amlcft.gov.ye/,https://amlcft.gov.ye/index.php/ar/,200,text/html,
2026-09-23T18:49:29+00:00,https://apps.mot.gov.ye/,https://apps.mot.gov.ye/,206,text/html,
2026-09-23T18:49:30+00:00,https://ar.hocc.gov.ye/,https://ar.hocc.gov.ye/,200,text/html,
2026-09-23T18:49:30+00:00,http://caqa.gov.ye/,https://caqa.gov.ye/,200,text/html,
2026-09-23T18:49:30+00:00,https://en.hocc.gov.ye/,https://en.hocc.gov.ye/,200,text/html,
2026-09-23T18:49:31+00:00,https://gasmed.gov.ye/,https://gasmed.gov.ye/,200,text/html,
2026-09-23T18:49:31+00:00,https://gcrb.gov.ye/,https://gcrb.gov.ye/,200,text/html,
2026-09-23T18:49:31+00:00,https://ghosanaa.gov.ye/,https://ghosanaa.gov.ye/,200,text/html,
2026-09-23T18:49:32+00:00,http://gia.gov.ye/,http://gia.gov.ye/cgi-sys/suspendedpage.cgi,200,text/html,
2026-09-23T18:49:32+00:00,http://hajjahmla.gov.ye/,http://hajjahmla.gov.ye/cgi-sys/suspendedpage.cgi,200,text/html,
2026-09-23T18:49:32+00:00,https://hasti.gov.ye/,https://hasti.gov.ye/,200,text/html,
2026-09-23T18:49:32+00:00,https://hocc.gov.ye/,https://hocc.gov.ye/,200,text/html,
2026-09-23T18:49:33+00:00,http://indparkye.gov.ye/,https://indparkye.gov.ye/,200,text/html,
2026-09-23T18:49:33+00:00,https://innovation-record.hasti.gov.ye/,https://innovation-record.hasti.gov.ye/,200,text/html,
2026-09-23T18:49:33+00:00,https://meoh.gov.ye/,https://meoh.gov.ye/,206,text/html,
2026-09-23T18:49:33+00:00,https://mmy.gov.ye/,https://mmy.gov.ye/,206,text/html,
2026-09-23T18:49:34+00:00,http://mocsi.gov.ye/,http://mocsi.gov.ye/,200,text/html,
2026-09-23T18:49:34+00:00,https://mohesr.gov.ye/,https://mohesr.gov.ye/mohesr/,200,text/html,
2026-09-23T18:49:35+00:00,https://moit.gov.ye/,https://moit.gov.ye/,200,text/html,
2026-09-23T18:49:36+00:00,https://msw.gov.ye/,https://msw.gov.ye/,206,text/html,
2026-09-23T18:49:36+00:00,https://nsw.gov.ye/,https://nsw.gov.ye/,200,text/html,
