captured_at,site,queued_pages,archive,result,wget_exit_code,bytes,discovery,response_records,revisit_records
20260917T184853Z,https://saba.ye,1,saba.ye-20260917T184853Z.warc.gz,archived-with-wget-exit-4,4,1955,homepage-only,0,0
20260917T184853Z,https://saba.ye/en,1,saba.ye-en-20260917T184853Z.warc.gz,archived-with-wget-exit-4,4,1961,homepage-only,0,0
20260917T184853Z,https://mmy.ye,1,mmy.ye-20260917T184853Z.warc.gz,archived-with-wget-exit-4,4,1967,homepage-only,0,0
20260917T184853Z,https://althawrah.ye,21,althawrah.ye-20260917T184853Z.warc.gz,archived-with-wget-exit-1,1,3631085,full,38,128
20260917T184853Z,https://alsyasiah.ye,21,alsyasiah.ye-20260917T184853Z.warc.gz,archived-with-wget-exit-1,1,5572673,full,127,2
20260917T184853Z,https://sanaaradio.net.ye,18,sanaaradio.net.ye-20260917T184853Z.warc.gz,archived-with-wget-exit-124,124,955369,full,136,269
20260917T184853Z,https://yemen-tv.net.ye,1,yemen-tv.net.ye-20260917T184853Z.warc.gz,archived,0,3213,full,0,1
20260917T184853Z,https://alsahattv.com.ye,21,alsahattv.com.ye-20260917T184853Z.warc.gz,archived-with-wget-exit-8,8,1469156,full,7,85
20260917T184853Z,https://www.sohobcom.ye/ar,1,www.sohobcom.ye-ar-20260917T184853Z.warc.gz,archived-with-wget-exit-4,4,1974,homepage-only,0,0
20260917T184853Z,https://www.sohobcom.ye/en,1,www.sohobcom.ye-en-20260917T184853Z.warc.gz,archived-with-wget-exit-4,4,1980,homepage-only,0,0
20260917T184853Z,https://agoye.gov.ye/,21,agoye.gov.ye-20260917T184853Z.warc.gz,archived-with-wget-exit-124,124,4008329,full,101,0
20260917T184853Z,http://ath.gov.ye/,21,ath.gov.ye-20260917T184853Z.warc.gz,archived-with-wget-exit-124,124,19007,full,1,0
20260917T184853Z,http://cra.gov.ye/,16,cra.gov.ye-20260917T184853Z.warc.gz,archived-with-wget-exit-124,124,3503454,full,283,1
20260917T184853Z,https://meoh.gov.ye/,21,meoh.gov.ye-20260917T184853Z.warc.gz,archived-with-wget-exit-1,1,2387917,full,48,167
20260917T184853Z,https://mmy.gov.ye/,2,mmy.gov.ye-20260917T184853Z.warc.gz,archived-with-wget-exit-8,8,5591,full,0,3
20260917T184853Z,https://mohesr.gov.ye/,20,mohesr.gov.ye-20260917T184853Z.warc.gz,archived-with-wget-exit-8,8,1412224,full,127,189
20260917T184853Z,https://tax.gov.ye/,1,tax.gov.ye-20260917T184853Z.warc.gz,archived-with-wget-exit-4,4,1973,homepage-only,0,0
20260917T184853Z,https://training.tax.gov.ye/,1,training.tax.gov.ye-20260917T184853Z.warc.gz,archived-with-wget-exit-4,4,1993,homepage-only,0,0
20260917T184853Z,https://www.cra.gov.ye/,16,www.cra.gov.ye-20260917T184853Z.warc.gz,archived-with-wget-exit-124,124,1956569,full,101,0
20260917T184853Z,https://www.galsup.gov.ye/,21,www.galsup.gov.ye-20260917T184853Z.warc.gz,archived-with-wget-exit-8,8,301902,full,8,64
20260917T184853Z,https://www.ghosanaa.gov.ye/,3,www.ghosanaa.gov.ye-20260917T184853Z.warc.gz,archived-with-wget-exit-8,8,6648,full,1,3
20260917T184853Z,http://www.mohesr.gov.ye/,20,www.mohesr.gov.ye-20260917T184853Z.warc.gz,archived-with-wget-exit-8,8,586830,full,82,234
20260917T184853Z,https://www.moj.gov.ye/,21,www.moj.gov.ye-20260917T184853Z.warc.gz,archived-with-wget-exit-1,1,881279,full,13,95
20260917T184853Z,https://www.tax.gov.ye/,1,www.tax.gov.ye-20260917T184853Z.warc.gz,archived-with-wget-exit-4,4,1975,homepage-only,0,0
20260917T184853Z,https://www.training.tax.gov.ye/,1,www.training.tax.gov.ye-20260917T184853Z.warc.gz,archived-with-wget-exit-4,4,1997,homepage-only,0,0
