captured_at,site,queued_pages,archive,result,wget_exit_code,bytes,discovery,response_records,revisit_records
20260827T100043Z,https://saba.ye,21,saba.ye-20260827T100043Z.warc.gz,archived-with-wget-exit-8,8,3092698,full,73,121
20260827T100043Z,https://saba.ye/en,21,saba.ye-en-20260827T100043Z.warc.gz,archived-with-wget-exit-8,8,851850,full,44,144
20260827T100043Z,https://mmy.ye,21,mmy.ye-20260827T100043Z.warc.gz,archived-with-wget-exit-8,8,1069796,full,27,179
20260827T100043Z,https://althawrah.ye,21,althawrah.ye-20260827T100043Z.warc.gz,archived-with-wget-exit-1,1,2754111,full,39,142
20260827T100043Z,https://alsyasiah.ye,21,alsyasiah.ye-20260827T100043Z.warc.gz,archived-with-wget-exit-1,1,4313649,full,71,57
20260827T100043Z,https://sanaaradio.net.ye,1,sanaaradio.net.ye-20260827T100043Z.warc.gz,archived-with-wget-exit-4,4,1971,homepage-only,0,0
20260827T100043Z,https://yemen-tv.net.ye,1,yemen-tv.net.ye-20260827T100043Z.warc.gz,archived,0,3211,full,0,1
20260827T100043Z,https://alsahattv.com.ye,21,alsahattv.com.ye-20260827T100043Z.warc.gz,archived-with-wget-exit-8,8,867420,full,14,94
20260827T100043Z,https://www.sohobcom.ye/ar,21,www.sohobcom.ye-ar-20260827T100043Z.warc.gz,archived-with-wget-exit-1,1,544918,full,6,132
20260827T100043Z,https://www.sohobcom.ye/en,21,www.sohobcom.ye-en-20260827T100043Z.warc.gz,archived-with-wget-exit-1,1,529859,full,6,134
20260827T100043Z,http://agoye.gov.ye/,21,agoye.gov.ye-20260827T100043Z.warc.gz,archived-with-wget-exit-124,124,5105781,full,123,0
20260827T100043Z,https://algumhorihosp-san.gov.ye/,16,algumhorihosp-san.gov.ye-20260827T100043Z.warc.gz,archived-with-wget-exit-1,1,948191,full,19,107
20260827T100043Z,https://amlcft.gov.ye/,21,amlcft.gov.ye-20260827T100043Z.warc.gz,archived-with-wget-exit-8,8,964642,full,49,167
20260827T100043Z,https://ar.hocc.gov.ye/,21,ar.hocc.gov.ye-20260827T100043Z.warc.gz,archived-with-wget-exit-8,8,6431781,full,109,0
20260827T100043Z,https://cama.gov.ye/,21,cama.gov.ye-20260827T100043Z.warc.gz,archived-with-wget-exit-8,8,90159,full,1,27
20260827T100043Z,https://caqa.gov.ye/,21,caqa.gov.ye-20260827T100043Z.warc.gz,archived-with-wget-exit-1,1,2732877,full,37,115
20260827T100043Z,https://cra.gov.ye/,16,cra.gov.ye-20260827T100043Z.warc.gz,archived-with-wget-exit-124,124,186065,full,10,91
20260827T100043Z,https://en.hocc.gov.ye/,21,en.hocc.gov.ye-20260827T100043Z.warc.gz,archived-with-wget-exit-8,8,4124566,full,56,26
20260827T100043Z,https://hocc.gov.ye/,21,hocc.gov.ye-20260827T100043Z.warc.gz,archived-with-wget-exit-8,8,6532402,full,74,0
20260827T100043Z,https://mmy.gov.ye/,2,mmy.gov.ye-20260827T100043Z.warc.gz,archived-with-wget-exit-8,8,5592,full,0,3
20260827T100043Z,https://mohesr.gov.ye/,20,mohesr.gov.ye-20260827T100043Z.warc.gz,archived-with-wget-exit-8,8,1412111,full,127,189
20260827T100043Z,https://moit.gov.ye/,21,moit.gov.ye-20260827T100043Z.warc.gz,archived-homepage-only-hard-limit-fallback,0,16593,full,1,0
20260827T100043Z,https://msw.gov.ye/,1,msw.gov.ye-20260827T100043Z.warc.gz,archived-with-wget-exit-1,1,13616,full,0,10
20260827T100043Z,https://nsw.gov.ye/,18,nsw.gov.ye-20260827T100043Z.warc.gz,archived-with-wget-exit-124,124,1206667,full,15,422
20260827T100043Z,https://olympics.hasti.gov.ye/,7,olympics.hasti.gov.ye-20260827T100043Z.warc.gz,archived-with-wget-exit-8,8,39409,full,1,23
20260827T100043Z,http://tn-search.moit.gov.ye/,1,tn-search.moit.gov.ye-20260827T100043Z.warc.gz,archived,0,30703,full,5,13
20260827T100043Z,https://www.algumhorihosp-san.gov.ye/,16,www.algumhorihosp-san.gov.ye-20260827T100043Z.warc.gz,archived-with-wget-exit-1,1,423559,full,4,122
20260827T100043Z,https://www.amlcft.gov.ye/,21,www.amlcft.gov.ye-20260827T100043Z.warc.gz,archived-with-wget-exit-8,8,6090294,full,216,0
20260827T100043Z,https://www.cama.gov.ye/,21,www.cama.gov.ye-20260827T100043Z.warc.gz,archived-with-wget-exit-8,8,6192074,full,38,0
20260827T100043Z,https://www.hasti.gov.ye/,7,www.hasti.gov.ye-20260827T100043Z.warc.gz,archived-with-wget-exit-1,1,10305258,full,17,0
20260827T100043Z,https://www.mohesr.gov.ye/,20,www.mohesr.gov.ye-20260827T100043Z.warc.gz,archived-with-wget-exit-8,8,587210,full,83,233
20260827T100043Z,https://www.moit.gov.ye/,21,www.moit.gov.ye-20260827T100043Z.warc.gz,archived-homepage-only-hard-limit-fallback,0,16590,full,1,0
20260827T100043Z,http://www.yms.gov.ye/,1,www.yms.gov.ye-20260827T100043Z.warc.gz,archived,0,3233,full,1,0
20260827T100043Z,https://yementp.moit.gov.ye/,1,yementp.moit.gov.ye-20260827T100043Z.warc.gz,archived,0,3302,full,1,0
20260827T100043Z,https://yms.gov.ye/,1,yms.gov.ye-20260827T100043Z.warc.gz,archived,0,3389,full,0,1
20260827T100043Z,https://ysmc.gov.ye/,1,ysmc.gov.ye-20260827T100043Z.warc.gz,archived,0,167340,full,13,1
