captured_at,site,queued_pages,archive,result,wget_exit_code,bytes,discovery,response_records,revisit_records
20260828T133102Z,https://saba.ye,21,saba.ye-20260828T133102Z.warc.gz,archived-with-wget-exit-8,8,2431465,full,67,109
20260828T133102Z,https://saba.ye/en,21,saba.ye-en-20260828T133102Z.warc.gz,archived-with-wget-exit-8,8,1240682,full,46,112
20260828T133102Z,https://mmy.ye,21,mmy.ye-20260828T133102Z.warc.gz,archived-with-wget-exit-8,8,1061552,full,20,186
20260828T133102Z,https://althawrah.ye,21,althawrah.ye-20260828T133102Z.warc.gz,archived-with-wget-exit-1,1,2654403,full,38,143
20260828T133102Z,https://alsyasiah.ye,21,alsyasiah.ye-20260828T133102Z.warc.gz,archived-with-wget-exit-4,4,4993620,full,120,2
20260828T133102Z,https://sanaaradio.net.ye,18,sanaaradio.net.ye-20260828T133102Z.warc.gz,archived-with-wget-exit-124,124,988808,full,148,281
20260828T133102Z,https://yemen-tv.net.ye,1,yemen-tv.net.ye-20260828T133102Z.warc.gz,archived,0,3216,full,0,1
20260828T133102Z,https://alsahattv.com.ye,21,alsahattv.com.ye-20260828T133102Z.warc.gz,archived-with-wget-exit-8,8,336170,full,7,101
20260828T133102Z,https://www.sohobcom.ye/ar,21,www.sohobcom.ye-ar-20260828T133102Z.warc.gz,archived-with-wget-exit-1,1,1896652,full,91,46
20260828T133102Z,https://www.sohobcom.ye/en,21,www.sohobcom.ye-en-20260828T133102Z.warc.gz,archived-with-wget-exit-1,1,557012,full,9,133
20260828T133102Z,https://agoye.gov.ye/,21,agoye.gov.ye-20260828T133102Z.warc.gz,archived-with-wget-exit-124,124,4008384,full,101,0
20260828T133102Z,https://algumhorihosp-san.gov.ye/,16,algumhorihosp-san.gov.ye-20260828T133102Z.warc.gz,archived-with-wget-exit-1,1,948202,full,19,107
20260828T133102Z,https://amlcft.gov.ye/,21,amlcft.gov.ye-20260828T133102Z.warc.gz,archived-with-wget-exit-8,8,6088756,full,216,0
20260828T133102Z,https://apps.mot.gov.ye/,1,apps.mot.gov.ye-20260828T133102Z.warc.gz,archived,0,3298,full,0,1
20260828T133102Z,https://ar.hocc.gov.ye/,21,ar.hocc.gov.ye-20260828T133102Z.warc.gz,archived-with-wget-exit-8,8,6486587,full,91,0
20260828T133102Z,https://cama.gov.ye/,21,cama.gov.ye-20260828T133102Z.warc.gz,archived-with-wget-exit-8,8,5991271,full,25,3
20260828T133102Z,https://caqa.gov.ye/,21,caqa.gov.ye-20260828T133102Z.warc.gz,archived-with-wget-exit-1,1,2205770,full,35,118
20260828T133102Z,https://en.hocc.gov.ye/,21,en.hocc.gov.ye-20260828T133102Z.warc.gz,archived-with-wget-exit-8,8,5928677,full,68,22
20260828T133102Z,https://hasti.gov.ye/,7,hasti.gov.ye-20260828T133102Z.warc.gz,archived-with-wget-exit-1,1,10305095,full,17,0
20260828T133102Z,https://hocc.gov.ye/,21,hocc.gov.ye-20260828T133102Z.warc.gz,archived-with-wget-exit-8,8,4991296,full,156,13
20260828T133102Z,https://indparkye.gov.ye/,4,indparkye.gov.ye-20260828T133102Z.warc.gz,archived-with-wget-exit-8,8,706887,full,42,100
20260828T133102Z,https://innovation-record.hasti.gov.ye/,6,innovation-record.hasti.gov.ye-20260828T133102Z.warc.gz,archived,0,843197,full,18,25
20260828T133102Z,https://meoh.gov.ye/,21,meoh.gov.ye-20260828T133102Z.warc.gz,archived-with-wget-exit-1,1,839948,full,28,182
