checked_at,url,final_url,http_status,content_type,error
2026-08-28T13:30:36+00:00,https://saba.ye,https://saba.ye/ar,200,text/html,
2026-08-28T13:30:36+00:00,https://saba.ye/en,https://saba.ye/en,200,text/html,
2026-08-28T13:30:36+00:00,https://mmy.ye,https://www.mmy.ye/,200,text/html,
2026-08-28T13:30:36+00:00,https://althawrah.ye,https://althawrah.ye,200,text/html,
2026-08-28T13:30:36+00:00,https://alsyasiah.ye,https://alsyasiah.ye,206,text/html,
2026-08-28T13:30:36+00:00,https://sanaaradio.net.ye,,0,,timed out
2026-08-28T13:30:36+00:00,https://yemen-tv.net.ye,,0,,timed out
2026-08-28T13:30:36+00:00,https://alsahattv.com.ye,https://alsahattv.com.ye,200,text/html,
2026-08-28T13:30:36+00:00,https://www.sohobcom.ye/ar,https://www.sohobcom.ye/ar,200,text/html,
2026-08-28T13:30:37+00:00,https://www.sohobcom.ye/en,https://www.sohobcom.ye/en,200,text/html,
2026-08-28T13:30:37+00:00,https://agoye.gov.ye/,https://agoye.gov.ye/,200,text/html,
2026-08-28T13:30:37+00:00,https://algumhorihosp-san.gov.ye/,https://algumhorihosp-san.gov.ye/,200,text/html,
2026-08-28T13:30:38+00:00,https://amlcft.gov.ye/,https://amlcft.gov.ye/index.php/ar/,200,text/html,
2026-08-28T13:30:38+00:00,https://apps.mot.gov.ye/,https://apps.mot.gov.ye/,206,text/html,
2026-08-28T13:30:38+00:00,https://ar.hocc.gov.ye/,https://ar.hocc.gov.ye/,200,text/html,
2026-08-28T13:30:38+00:00,https://cama.gov.ye/,https://cama.gov.ye/public/ar,200,text/html,
2026-08-28T13:30:38+00:00,https://caqa.gov.ye/,https://caqa.gov.ye/,200,text/html,
2026-08-28T13:30:39+00:00,https://en.hocc.gov.ye/,https://en.hocc.gov.ye/,200,text/html,
2026-08-28T13:30:39+00:00,https://hasti.gov.ye/,,0,,timed out
2026-08-28T13:30:40+00:00,https://hocc.gov.ye/,https://hocc.gov.ye/,200,text/html,
2026-08-28T13:30:41+00:00,https://indparkye.gov.ye/,https://indparkye.gov.ye/,200,text/html,
2026-08-28T13:30:41+00:00,https://innovation-record.hasti.gov.ye/,https://innovation-record.hasti.gov.ye/,200,text/html,
2026-08-28T13:30:41+00:00,https://meoh.gov.ye/,https://meoh.gov.ye/,206,text/html,
2026-08-28T13:30:43+00:00,https://mmy.gov.ye/,https://mmy.gov.ye/,206,text/html,
2026-08-28T13:30:43+00:00,https://mohesr.gov.ye/,https://mohesr.gov.ye/mohesr/,200,text/html,
2026-08-28T13:30:44+00:00,https://moit.gov.ye/,https://moit.gov.ye/,200,text/html,
2026-08-28T13:30:44+00:00,https://msw.gov.ye/,https://msw.gov.ye/,206,text/html,
2026-08-28T13:30:44+00:00,https://nsw.gov.ye/,https://nsw.gov.ye/,200,text/html,
2026-08-28T13:30:45+00:00,https://olympics.hasti.gov.ye/,https://olympics.hasti.gov.ye/,200,text/html,
2026-08-28T13:30:45+00:00,https://research-priorities.hasti.gov.ye/,https://research-priorities.hasti.gov.ye/,200,text/html,
2026-08-28T13:30:45+00:00,https://tax.gov.ye/,https://tax.gov.ye/,200,text/html,
2026-08-28T13:30:46+00:00,https://tn-search.moit.gov.ye/,https://tn-search.moit.gov.ye/,200,text/html,
2026-08-28T13:30:46+00:00,https://training.tax.gov.ye/,https://training.tax.gov.ye/,206,text/html,
2026-08-28T13:30:46+00:00,http://www.algumhorihosp-san.gov.ye/,https://algumhorihosp-san.gov.ye/,200,text/html,
2026-08-28T13:30:46+00:00,https://www.amlcft.gov.ye/,https://www.amlcft.gov.ye/index.php/ar/,200,text/html,
2026-08-28T13:30:46+00:00,https://www.cama.gov.ye/,https://www.cama.gov.ye/public/ar,200,text/html,
2026-08-28T13:30:47+00:00,http://www.ghosanaa.gov.ye/,,0,,timed out
2026-08-28T13:30:47+00:00,http://www.hajjahmla.gov.ye/,,0,,timed out
2026-08-28T13:30:49+00:00,https://www.hasti.gov.ye/,https://www.hasti.gov.ye/,200,text/html,
2026-08-28T13:30:49+00:00,https://www.mohesr.gov.ye/,https://mohesr.gov.ye/mohesr/,200,text/html,
2026-08-28T13:30:49+00:00,https://www.moit.gov.ye/,https://www.moit.gov.ye/,200,text/html,
2026-08-28T13:30:49+00:00,https://www.moj.gov.ye/,,0,,timed out
2026-08-28T13:30:50+00:00,http://www.pgfpp.gov.ye/,,0,,timed out
2026-08-28T13:30:50+00:00,https://www.tax.gov.ye/,https://tax.gov.ye/,200,text/html,
2026-08-28T13:30:52+00:00,https://www.training.tax.gov.ye/,https://www.training.tax.gov.ye/,206,text/html,
2026-08-28T13:30:52+00:00,https://yementp.moit.gov.ye/,https://yementp.moit.gov.ye/,206,text/html,
2026-08-28T13:30:52+00:00,https://yms.gov.ye/,https://yms.gov.ye/cgi-sys/suspendedpage.cgi,200,text/html,
2026-08-28T13:30:52+00:00,https://ysmc.gov.ye/,https://ysmc.gov.ye/,200,text/html,
